Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color,Target
Rolls-Royce Phantom,78.28,6.1,2,Luxury,Diesel,Automatic,Used,Sports,White,Recommended
Jaguar F-Type,79.3,13.6,2,Luxury,Diesel,Manual,Used,Family,Black,Not Recommended
Lexus LC500h,72.42,8.8,2,Luxury,Petrol,Manual,New,Family,Black,Not Recommended
BMW M4,103.35,13.9,5,Luxury,Hybrid,Manual,New,Luxury,Blue,Recommended
Range Rover Sport,250.37,10.7,4,Luxury,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Ferrari Roma,298.26,8.0,2,Luxury,Diesel,Manual,New,Family,White,Not Recommended
Land Rover Range Rover,197.61,10.6,2,Luxury,Hybrid,Manual,Used,Sports,Red,Not Recommended
Rolls-Royce Phantom,188.78,12.0,2,Luxury,Hybrid,Automatic,Used,Sports,Blue,Recommended
Ferrari Roma,294.75,5.5,5,Luxury,Hybrid,Manual,Used,Family,White,Recommended
BMW M4,256.21,7.5,4,Luxury,Diesel,Manual,New,Luxury,White,Recommended
Audi RS7,279.34,5.8,5,Luxury,Hybrid,Automatic,Used,Sports,White,Not Recommended
Lamborghini Huracan,200.95,6.8,2,Luxury,Hybrid,Automatic,Used,Luxury,Red,Recommended
BMW M5,117.22,8.1,2,Luxury,Hybrid,Automatic,New,Sports,Grey,Not Recommended
Mercedes AMG GT,81.52,13.6,4,Luxury,Hybrid,Manual,Used,Sports,White,Recommended
Mercedes AMG GT,210.9,5.9,4,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Lexus LC500h,269.47,8.5,2,Luxury,Hybrid,Manual,Used,Luxury,Grey,Recommended
Aston Martin Vantage,173.72,6.4,2,Luxury,Hybrid,Manual,Used,Luxury,White,Not Recommended
Range Rover Sport,48.87,9.2,2,Luxury,Petrol,Manual,New,Luxury,White,Not Recommended
BMW Z4,30.23,6.7,5,Luxury,Petrol,Manual,Used,Luxury,Red,Recommended
Bentley Continental GT,99.96,13.5,4,Luxury,Petrol,Manual,Used,Luxury,Grey,Not Recommended
Porsche 911,258.98,12.0,4,Luxury,Petrol,Manual,Used,Luxury,Red,Not Recommended
Audi RS7,44.25,10.6,5,Luxury,Hybrid,Manual,New,Family,White,Recommended
Bentley Continental GT,215.14,11.7,4,Luxury,Petrol,Automatic,Used,Family,White,Recommended
Aston Martin Vantage,234.12,12.5,2,Luxury,Hybrid,Automatic,Used,Sports,Grey,Not Recommended
Lamborghini Huracan,196.42,10.2,4,Luxury,Diesel,Automatic,Used,Sports,Red,Not Recommended
Audi RS7,257.62,6.5,2,Luxury,Diesel,Manual,New,Family,White,Recommended
BMW M4,271.23,7.1,4,Luxury,Hybrid,Automatic,Used,Luxury,Red,Recommended
Porsche 911,260.12,12.0,2,Luxury,Diesel,Manual,New,Luxury,White,Not Recommended
Rolls-Royce Phantom,236.88,5.0,4,Luxury,Diesel,Manual,New,Sports,White,Recommended
Mercedes S-Class,61.67,9.7,2,Luxury,Hybrid,Manual,Used,Luxury,Grey,Not Recommended
Audi RS5,35.68,12.2,2,Luxury,Hybrid,Automatic,Used,Sports,Blue,Not Recommended
Lamborghini Huracan,85.18,10.7,4,Luxury,Petrol,Manual,Used,Sports,Grey,Recommended
Audi RS7,247.42,13.5,5,Luxury,Hybrid,Automatic,Used,Sports,Grey,Not Recommended
Porsche Panamera,259.56,12.7,5,Luxury,Diesel,Automatic,New,Luxury,Grey,Not Recommended
Porsche Panamera,107.29,8.3,5,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
Lamborghini Huracan,150.03,8.3,2,Luxury,Petrol,Manual,Used,Family,Black,Not Recommended
Ferrari Roma,141.84,6.2,4,Luxury,Petrol,Automatic,New,Sports,Black,Not Recommended
Mercedes AMG GT,104.82,7.8,4,Luxury,Hybrid,Automatic,New,Sports,Blue,Not Recommended
Mercedes S-Class,292.6,13.4,2,Luxury,Diesel,Automatic,Used,Luxury,Grey,Not Recommended
Bentley Continental GT,203.06,13.9,2,Luxury,Petrol,Manual,Used,Sports,Grey,Not Recommended
Rolls-Royce Ghost,174.84,13.8,2,Luxury,Petrol,Automatic,Used,Family,Black,Recommended
Lamborghini Huracan,195.8,5.6,5,Luxury,Hybrid,Automatic,Used,Sports,Blue,Not Recommended
Land Rover Range Rover,175.8,6.6,2,Luxury,Diesel,Manual,New,Family,Blue,Recommended
Range Rover Sport,44.66,10.8,4,Luxury,Petrol,Automatic,New,Luxury,Black,Not Recommended
Audi RS5,246.71,13.3,5,Luxury,Hybrid,Manual,Used,Luxury,White,Not Recommended
BMW Z4,133.53,14.1,5,Luxury,Petrol,Manual,Used,Family,Black,Recommended
BMW Z4,155.77,12.3,4,Luxury,Petrol,Manual,New,Sports,Grey,Not Recommended
BMW Z4,252.28,11.1,5,Luxury,Hybrid,Automatic,New,Sports,Blue,Recommended
Land Rover Range Rover,298.32,6.2,4,Luxury,Diesel,Automatic,New,Family,Grey,Recommended
Audi A8L,246.97,10.0,4,Luxury,Diesel,Automatic,New,Sports,White,Recommended
Jaguar XF,253.28,8.0,2,Luxury,Diesel,Automatic,Used,Family,Black,Recommended
Mercedes AMG GT,155.31,12.0,2,Luxury,Hybrid,Automatic,New,Family,Blue,Not Recommended
Jaguar XF,208.79,12.2,4,Luxury,Diesel,Manual,New,Luxury,White,Not Recommended
Porsche 911,82.95,7.4,5,Luxury,Petrol,Manual,New,Family,White,Not Recommended
Porsche 911,88.8,13.8,2,Luxury,Petrol,Automatic,New,Sports,Red,Not Recommended
Mercedes S-Class,118.83,6.9,4,Luxury,Hybrid,Automatic,New,Family,Black,Not Recommended
Jaguar F-Type,261.37,6.2,5,Luxury,Hybrid,Automatic,Used,Family,Black,Not Recommended
Porsche Panamera,214.76,13.4,4,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
BMW M4,278.8,6.5,4,Luxury,Petrol,Automatic,Used,Luxury,Blue,Recommended
BMW M4,273.85,6.6,2,Luxury,Hybrid,Manual,Used,Family,Red,Recommended
Range Rover Sport,40.15,12.4,4,Luxury,Hybrid,Manual,New,Family,Grey,Recommended
Audi A8L,235.76,9.2,5,Luxury,Petrol,Manual,Used,Luxury,Blue,Not Recommended
Aston Martin Vantage,107.61,6.1,5,Luxury,Hybrid,Automatic,New,Luxury,Blue,Recommended
Range Rover Sport,61.93,7.3,5,Luxury,Diesel,Automatic,New,Luxury,Blue,Not Recommended
Jaguar XF,167.74,14.9,5,Luxury,Diesel,Automatic,Used,Luxury,Black,Not Recommended
Ferrari Roma,151.02,14.5,4,Luxury,Petrol,Manual,Used,Family,White,Recommended
Jaguar F-Type,134.74,11.3,4,Luxury,Diesel,Manual,Used,Sports,White,Recommended
Bentley Continental GT,245.97,13.8,2,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
BMW M5,215.79,11.2,4,Luxury,Hybrid,Manual,New,Luxury,Grey,Recommended
Mercedes AMG GT,103.16,10.8,5,Luxury,Diesel,Manual,New,Family,Red,Not Recommended
Lamborghini Huracan,245.95,11.9,4,Luxury,Petrol,Manual,Used,Family,Grey,Recommended
Land Rover Range Rover,232.15,8.0,2,Luxury,Diesel,Manual,New,Sports,Red,Not Recommended
BMW M4,161.59,6.0,4,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Recommended
Aston Martin Vantage,296.62,7.6,4,Luxury,Petrol,Automatic,Used,Family,Red,Not Recommended
Audi RS5,185.38,6.8,4,Luxury,Diesel,Manual,Used,Sports,Red,Not Recommended
Audi RS7,76.12,6.2,5,Luxury,Diesel,Manual,Used,Family,Grey,Recommended
Audi RS5,137.67,11.2,5,Luxury,Hybrid,Automatic,New,Luxury,Red,Not Recommended
Mercedes S-Class,285.89,11.2,4,Luxury,Hybrid,Automatic,New,Family,White,Not Recommended
Mercedes AMG GT,97.49,6.4,5,Luxury,Petrol,Automatic,New,Family,Blue,Not Recommended
Mercedes AMG GT,270.26,10.3,2,Luxury,Diesel,Automatic,New,Sports,Black,Recommended
Porsche Cayenne,210.03,6.4,5,Luxury,Hybrid,Manual,New,Sports,Blue,Recommended
Porsche Cayenne,172.08,12.5,4,Luxury,Diesel,Automatic,New,Sports,Black,Not Recommended
Porsche Cayenne,169.34,13.3,5,Luxury,Diesel,Manual,Used,Family,Blue,Recommended
BMW M4,221.21,8.1,4,Luxury,Diesel,Manual,Used,Family,Red,Not Recommended
Rolls-Royce Phantom,120.82,13.4,2,Luxury,Petrol,Automatic,New,Sports,Grey,Recommended
Lamborghini Huracan,228.31,14.2,4,Luxury,Diesel,Automatic,Used,Family,Blue,Recommended
Lexus LC500h,128.53,6.4,2,Luxury,Diesel,Manual,Used,Luxury,Black,Not Recommended
Aston Martin Vantage,154.72,8.6,4,Luxury,Diesel,Automatic,New,Family,Blue,Recommended
Rolls-Royce Phantom,34.41,14.9,5,Luxury,Petrol,Automatic,New,Luxury,Red,Not Recommended
Lexus LC500h,263.93,9.8,5,Luxury,Hybrid,Manual,Used,Sports,White,Not Recommended
Jaguar F-Type,138.89,9.0,2,Luxury,Petrol,Manual,Used,Family,Black,Not Recommended
Audi A8L,115.49,12.5,5,Luxury,Petrol,Manual,Used,Luxury,White,Not Recommended
Mercedes AMG GT,299.77,12.0,4,Luxury,Petrol,Automatic,Used,Sports,Black,Not Recommended
Lamborghini Huracan,80.36,14.6,5,Luxury,Diesel,Manual,New,Family,Red,Not Recommended
Audi RS5,146.83,8.1,4,Luxury,Petrol,Automatic,New,Luxury,Red,Recommended
Audi RS7,267.64,14.6,4,Luxury,Hybrid,Automatic,New,Family,Black,Not Recommended
Rolls-Royce Phantom,296.48,14.7,2,Luxury,Diesel,Manual,Used,Luxury,Blue,Not Recommended
Land Rover Range Rover,294.67,9.3,2,Luxury,Petrol,Manual,New,Sports,Red,Recommended
BMW M4,234.55,14.6,2,Luxury,Hybrid,Manual,Used,Family,White,Recommended
BMW M4,261.12,9.8,2,Luxury,Hybrid,Automatic,Used,Family,Black,Recommended
BMW M4,297.29,14.0,4,Luxury,Diesel,Manual,New,Luxury,Grey,Not Recommended
Jaguar F-Type,114.61,6.3,4,Luxury,Diesel,Manual,New,Sports,Blue,Not Recommended
Range Rover Sport,160.02,14.7,5,Luxury,Hybrid,Manual,New,Sports,Grey,Recommended
Audi RS5,188.58,10.1,4,Luxury,Diesel,Manual,Used,Family,Black,Not Recommended
Rolls-Royce Ghost,277.93,7.2,2,Luxury,Petrol,Automatic,Used,Luxury,Grey,Not Recommended
Porsche Panamera,178.44,12.0,2,Luxury,Hybrid,Manual,Used,Sports,Red,Not Recommended
Aston Martin Vantage,274.36,10.1,4,Luxury,Diesel,Automatic,New,Family,Blue,Recommended
Land Rover Range Rover,78.49,8.4,4,Luxury,Hybrid,Automatic,Used,Family,Red,Not Recommended
Jaguar XF,129.4,12.4,5,Luxury,Hybrid,Automatic,Used,Luxury,Grey,Recommended
BMW Z4,95.49,11.6,5,Luxury,Diesel,Manual,New,Luxury,Red,Not Recommended
Aston Martin Vantage,211.38,11.4,4,Luxury,Petrol,Manual,Used,Luxury,Red,Not Recommended
BMW Z4,162.42,6.3,5,Luxury,Diesel,Manual,New,Luxury,Black,Recommended
Land Rover Range Rover,130.49,11.3,2,Luxury,Diesel,Automatic,Used,Sports,Grey,Not Recommended
Mercedes AMG GT,222.39,5.7,2,Luxury,Diesel,Automatic,New,Sports,Grey,Not Recommended
Rolls-Royce Ghost,241.94,6.0,2,Luxury,Hybrid,Manual,New,Sports,Red,Not Recommended
Lexus LC500h,54.97,13.9,2,Luxury,Petrol,Automatic,Used,Luxury,Grey,Not Recommended
Porsche Cayenne,298.84,14.4,5,Luxury,Diesel,Automatic,New,Family,Black,Recommended
Ferrari Roma,291.95,9.6,5,Luxury,Petrol,Automatic,New,Family,Black,Not Recommended
Mercedes S-Class,82.76,5.8,2,Luxury,Hybrid,Automatic,Used,Family,Black,Recommended
Land Rover Range Rover,269.03,12.5,4,Luxury,Hybrid,Manual,New,Family,Black,Not Recommended
Aston Martin Vantage,71.08,9.5,5,Luxury,Hybrid,Automatic,Used,Family,Black,Not Recommended
Jaguar F-Type,46.51,7.1,5,Luxury,Diesel,Manual,Used,Sports,Blue,Recommended
Audi RS7,108.23,14.7,2,Luxury,Diesel,Automatic,New,Sports,Black,Recommended
Range Rover Sport,47.43,10.5,2,Luxury,Diesel,Automatic,Used,Family,White,Recommended
Audi A8L,33.93,7.5,2,Luxury,Hybrid,Automatic,New,Luxury,White,Not Recommended
Bentley Continental GT,58.79,6.8,4,Luxury,Petrol,Manual,New,Family,Blue,Not Recommended
Range Rover Sport,108.12,12.9,2,Luxury,Petrol,Manual,Used,Sports,White,Not Recommended
Porsche Panamera,52.57,10.8,5,Luxury,Hybrid,Automatic,New,Luxury,Blue,Recommended
Audi A8L,297.42,7.0,4,Luxury,Hybrid,Manual,New,Family,Blue,Recommended
Audi RS5,262.55,7.1,2,Luxury,Petrol,Manual,Used,Luxury,Red,Recommended
BMW Z4,274.0,5.9,5,Luxury,Diesel,Automatic,Used,Sports,Blue,Recommended
Porsche Cayenne,213.41,7.6,2,Luxury,Diesel,Automatic,Used,Sports,White,Not Recommended
Lamborghini Huracan,173.7,8.0,2,Luxury,Diesel,Manual,New,Sports,Grey,Recommended
Audi RS7,54.7,14.3,4,Luxury,Petrol,Manual,New,Family,Red,Not Recommended
Audi RS7,299.69,8.1,4,Luxury,Petrol,Automatic,Used,Luxury,Black,Not Recommended
Jaguar XF,250.48,14.1,5,Luxury,Hybrid,Automatic,Used,Sports,Blue,Recommended
Porsche 911,192.32,12.9,5,Luxury,Diesel,Manual,New,Sports,Blue,Recommended
Audi RS5,44.58,11.2,4,Luxury,Hybrid,Automatic,New,Family,Red,Recommended
BMW M4,140.16,6.5,5,Luxury,Hybrid,Manual,Used,Sports,White,Not Recommended
BMW M4,91.13,10.1,2,Luxury,Petrol,Manual,New,Sports,White,Not Recommended
Audi A8L,240.51,13.2,2,Luxury,Hybrid,Automatic,New,Luxury,Blue,Not Recommended
Audi RS5,132.58,12.2,5,Luxury,Hybrid,Automatic,New,Sports,White,Recommended
BMW M4,253.57,14.6,5,Luxury,Diesel,Automatic,Used,Luxury,White,Recommended
Range Rover Sport,136.64,5.7,4,Luxury,Diesel,Automatic,Used,Sports,Red,Recommended
Jaguar XF,167.88,12.8,2,Luxury,Hybrid,Manual,New,Luxury,Grey,Not Recommended
Jaguar XF,244.44,9.0,5,Luxury,Diesel,Manual,New,Luxury,Blue,Not Recommended
BMW M5,237.52,13.6,5,Luxury,Hybrid,Manual,Used,Luxury,Red,Recommended
Rolls-Royce Ghost,198.18,14.0,2,Luxury,Hybrid,Automatic,Used,Sports,White,Recommended
Aston Martin Vantage,282.45,12.4,5,Luxury,Petrol,Manual,Used,Family,Blue,Recommended
Lexus LC500h,50.26,12.5,4,Luxury,Diesel,Automatic,New,Luxury,Black,Recommended
BMW M4,291.59,11.2,5,Luxury,Diesel,Automatic,New,Family,Grey,Recommended
Bentley Continental GT,264.87,11.8,2,Luxury,Hybrid,Manual,New,Luxury,Black,Not Recommended
Lexus LC500h,33.84,6.3,4,Luxury,Petrol,Automatic,New,Sports,Blue,Not Recommended
Porsche 911,203.93,12.0,2,Luxury,Diesel,Automatic,New,Family,Blue,Not Recommended
Porsche 911,168.5,10.9,5,Luxury,Diesel,Automatic,Used,Family,Grey,Not Recommended
Porsche Cayenne,156.0,11.9,2,Luxury,Diesel,Automatic,Used,Family,Black,Not Recommended
BMW M5,299.71,11.1,2,Luxury,Diesel,Automatic,Used,Luxury,Black,Recommended
Rolls-Royce Ghost,170.92,6.4,5,Luxury,Hybrid,Manual,New,Luxury,Red,Recommended
BMW Z4,92.1,7.2,2,Luxury,Petrol,Manual,New,Sports,Red,Recommended
Mercedes AMG GT,212.57,7.1,4,Luxury,Hybrid,Automatic,Used,Family,Grey,Recommended
Aston Martin Vantage,104.64,11.8,5,Luxury,Petrol,Automatic,Used,Sports,White,Recommended
Rolls-Royce Phantom,41.29,13.8,5,Luxury,Petrol,Manual,Used,Sports,Black,Recommended
